text,target,category,polarity
"Beşiktaş'ın göbeğinde. Çok da pide delisi olmayan, başka bir şubesine bugüne kadar da hiç gitmemiş biri. Ve deneyim maalesef çok da olumlu olmadı. Pide lezzeti lafım yok, ama sipariş verirken bir arkadaşımızın kenarlarını çıtır çıtır istemesini yanlış anlamış olacak ki, tüm siparişleri çıtır çıtır getirdi. Sevmediğimden yiyemedim kenarlarını, ama ortası pek lezizdi. Başlangıç için menüde başlangıçlarda yer alan lahmacunun, ana yiyecek pideden daha geç gelecek olması ise ayrı bi durumdu tabii. Yemek yemek için çok fazla vaktiniz yoksa, bütçeyi çok sarsmayalım, çok keyifli yemek yemesek de olur yeter ki karnımız doysun diye düşünenler için Çarşı'nın göbeğinde Sampi gayet ideal.",,LOCATION#GENERAL,positive
"Servis: 4 Fiyat: 5 Mekan: 8 Lezzet: 4 sicak iceceklerde servis agir, kahvalti icin tercih edilwbilir olsa da lezzete gore fiyat yuksek kaliyor.",,FOOD#PRICES,negative
"Servis: 4 Fiyat: 5 Mekan: 8 Lezzet: 4 sicak iceceklerde servis agir, kahvalti icin tercih edilwbilir olsa da lezzete gore fiyat yuksek kaliyor.",,FOOD#QUALITY,positive
"Servis: 4 Fiyat: 5 Mekan: 8 Lezzet: 4 sicak iceceklerde servis agir, kahvalti icin tercih edilwbilir olsa da lezzete gore fiyat yuksek kaliyor.",,SERVICE#GENERAL,negative
Mutlaka bir hafta önceden rezarvasyon yaptırın iyi bir rum meyhanesi yemekleri başarılı olduğu gibi şahane bir manzarası var bu mekanın en büyük olayı sürekli ikram yapmalarıdır pahalı olmasına rağmen hak ediyor. Mutlaka ızgara mantar ve istakoz kavurma deneyin gittiğim ve hiçbir zaman pişman olmadığım ender yerlerden biridir,,RESTAURANT#GENERAL,positive
Mutlaka bir hafta önceden rezarvasyon yaptırın iyi bir rum meyhanesi yemekleri başarılı olduğu gibi şahane bir manzarası var bu mekanın en büyük olayı sürekli ikram yapmalarıdır pahalı olmasına rağmen hak ediyor. Mutlaka ızgara mantar ve istakoz kavurma deneyin gittiğim ve hiçbir zaman pişman olmadığım ender yerlerden biridir,,AMBIENCE#GENERAL,positive
Mutlaka bir hafta önceden rezarvasyon yaptırın iyi bir rum meyhanesi yemekleri başarılı olduğu gibi şahane bir manzarası var bu mekanın en büyük olayı sürekli ikram yapmalarıdır pahalı olmasına rağmen hak ediyor. Mutlaka ızgara mantar ve istakoz kavurma deneyin gittiğim ve hiçbir zaman pişman olmadığım ender yerlerden biridir,,FOOD#QUALITY,positive
Mutlaka bir hafta önceden rezarvasyon yaptırın iyi bir rum meyhanesi yemekleri başarılı olduğu gibi şahane bir manzarası var bu mekanın en büyük olayı sürekli ikram yapmalarıdır pahalı olmasına rağmen hak ediyor. Mutlaka ızgara mantar ve istakoz kavurma deneyin gittiğim ve hiçbir zaman pişman olmadığım ender yerlerden biridir,,FOOD#STYLE_OPTIONS,positive
"Baliklarin yanina Rum ve ermeni mutfagindan mezelerde pek bir yakisiyor. kuskonmaz somon sarma,kagitta balik pastirma kesinlikle denenmeli.",,FOOD#QUALITY,positive
Burada caylar harika! Bourbon Vanilla 34 numarali cay. Vanilla ve portakal aromasina doyamayacaginiz harika bir lezzet olmus. Ortam muhabbet edebilmek icin gayet guzel fakat manzara beklentiniz var ise baska yeri tercih etmelisiniz. Tam tamina 60 farkli cesit cay bulabileceginiz bu mekani ziyaret etmelisiniz!,,DRINKS#STYLE_OPTIONS,positive
Burada caylar harika! Bourbon Vanilla 34 numarali cay. Vanilla ve portakal aromasina doyamayacaginiz harika bir lezzet olmus. Ortam muhabbet edebilmek icin gayet guzel fakat manzara beklentiniz var ise baska yeri tercih etmelisiniz. Tam tamina 60 farkli cesit cay bulabileceginiz bu mekani ziyaret etmelisiniz!,,DRINKS#QUALITY,positive
Burada caylar harika! Bourbon Vanilla 34 numarali cay. Vanilla ve portakal aromasina doyamayacaginiz harika bir lezzet olmus. Ortam muhabbet edebilmek icin gayet guzel fakat manzara beklentiniz var ise baska yeri tercih etmelisiniz. Tam tamina 60 farkli cesit cay bulabileceginiz bu mekani ziyaret etmelisiniz!,,FOOD#QUALITY,positive
Burada caylar harika! Bourbon Vanilla 34 numarali cay. Vanilla ve portakal aromasina doyamayacaginiz harika bir lezzet olmus. Ortam muhabbet edebilmek icin gayet guzel fakat manzara beklentiniz var ise baska yeri tercih etmelisiniz. Tam tamina 60 farkli cesit cay bulabileceginiz bu mekani ziyaret etmelisiniz!,,AMBIENCE#GENERAL,positive
"Hoş bi mekan, severek giderim ve ayrılırken de memnuniyetle ayrılırım her zaman. Özellikle akşamları gidilmesini tavsiye ederim, köprünün ve hisarın ışıkları yandığında ayrı bi zevki var. Hemde canlı müzikle :",,AMBIENCE#GENERAL,positive
"Hoş bi mekan, severek giderim ve ayrılırken de memnuniyetle ayrılırım her zaman. Özellikle akşamları gidilmesini tavsiye ederim, köprünün ve hisarın ışıkları yandığında ayrı bi zevki var. Hemde canlı müzikle :",,RESTAURANT#GENERAL,positive
"Daha iyisi var. Buranin doneri dedikleri kadar efsane degil. Eti yagli , kokuyor, ince dilinmis ve en kotusu aradan 3 saat gecmesine ragmen migdem bulaniyor. Ortami da begenmedim kalabalik 3. Sinif bir yer. Bir daha gitmem",,AMBIENCE#GENERAL,negative
"Daha iyisi var. Buranin doneri dedikleri kadar efsane degil. Eti yagli , kokuyor, ince dilinmis ve en kotusu aradan 3 saat gecmesine ragmen migdem bulaniyor. Ortami da begenmedim kalabalik 3. Sinif bir yer. Bir daha gitmem",,FOOD#QUALITY,negative
"Daha iyisi var. Buranin doneri dedikleri kadar efsane degil. Eti yagli , kokuyor, ince dilinmis ve en kotusu aradan 3 saat gecmesine ragmen migdem bulaniyor. Ortami da begenmedim kalabalik 3. Sinif bir yer. Bir daha gitmem",,RESTAURANT#GENERAL,negative
"Daha iyisi var. Buranin doneri dedikleri kadar efsane degil. Eti yagli , kokuyor, ince dilinmis ve en kotusu aradan 3 saat gecmesine ragmen migdem bulaniyor. Ortami da begenmedim kalabalik 3. Sinif bir yer. Bir daha gitmem",,FOOD#STYLE_OPTIONS,negative
"Eti lezzetli, mekan gösterişli. Ama sunum resmen sıfır. 30 tl aldığınız hamburger için düz beyaz tabağa koymaktan öteye gidebilirsiniz bence? Havuç dilimi ise aşırı yağlı ve şerbetli. Pek yaratıcı özel bir yanı yok.",,RESTAURANT#GENERAL,negative
"Eti lezzetli, mekan gösterişli. Ama sunum resmen sıfır. 30 tl aldığınız hamburger için düz beyaz tabağa koymaktan öteye gidebilirsiniz bence? Havuç dilimi ise aşırı yağlı ve şerbetli. Pek yaratıcı özel bir yanı yok.",,FOOD#STYLE_OPTIONS,negative
"Eti lezzetli, mekan gösterişli. Ama sunum resmen sıfır. 30 tl aldığınız hamburger için düz beyaz tabağa koymaktan öteye gidebilirsiniz bence? Havuç dilimi ise aşırı yağlı ve şerbetli. Pek yaratıcı özel bir yanı yok.",,AMBIENCE#GENERAL,positive
"Eti lezzetli, mekan gösterişli. Ama sunum resmen sıfır. 30 tl aldığınız hamburger için düz beyaz tabağa koymaktan öteye gidebilirsiniz bence? Havuç dilimi ise aşırı yağlı ve şerbetli. Pek yaratıcı özel bir yanı yok.",,FOOD#QUALITY,conflict
"Eti lezzetli, mekan gösterişli. Ama sunum resmen sıfır. 30 tl aldığınız hamburger için düz beyaz tabağa koymaktan öteye gidebilirsiniz bence? Havuç dilimi ise aşırı yağlı ve şerbetli. Pek yaratıcı özel bir yanı yok.",,SERVICE#GENERAL,negative
"Pazar günü 14.30'a kadar kahvaltı dışı servis yapmayan Big Chefs! Kahvaltı sonrası kahve içmeye gittik, kapıdan döndük ve saat 13.30'du, şaka sandım bir an... Olmadı Big Chefs, zincirsin sen...",,RESTAURANT#GENERAL,negative
"Pazar günü 14.30'a kadar kahvaltı dışı servis yapmayan Big Chefs! Kahvaltı sonrası kahve içmeye gittik, kapıdan döndük ve saat 13.30'du, şaka sandım bir an... Olmadı Big Chefs, zincirsin sen...",,SERVICE#GENERAL,negative
"Leventte ki buyuk alisveris merkezlerinden cok sıkılmış olarak buraya gidelim dedik. Ben kofte durum arkadasim tavuk WRAP( menu de meksika mutfagi olarak adlandirilmis bolumde ismi böyle geciyordu biz garson beye tavuk durum diyince garson bey buyuk bi titizlikle onun wrap oldugunu soyledi) istedi. Menude yazilmis olmasina ragmen tavuk WRAPimiz patates ile gelmedi nedenini sordugumuz da patatesi kaldirdiklarini menulerini henuz degistirmediklerini soylediler. Gelen tavuk Wrapten 5 dakika sonra biz kofte durum istememize ragmen tavuk sis dürümu geldi durumu soyledik ve degistirdiler. Tavuklar kupkuruydu, kofte durum ise siradandi. Ikisininde yanindaki yesillikler sus icin konulmus olup yemeye kalktigimizda aci bi tatla karsilastik. Zeytinyagli tabagi soyledik icinde fasulye, barbunya, biber dolmasi, sarma ve saksuka vardi. Tadlari yerindeydi fakat az koymak icin bayagi bi zorlamislar kendilerini. Fiyatlar normal, servis cok yavaş, tuvaletler ise pis.",,RESTAURANT#PRICES,neutral
"Leventte ki buyuk alisveris merkezlerinden cok sıkılmış olarak buraya gidelim dedik. Ben kofte durum arkadasim tavuk WRAP( menu de meksika mutfagi olarak adlandirilmis bolumde ismi böyle geciyordu biz garson beye tavuk durum diyince garson bey buyuk bi titizlikle onun wrap oldugunu soyledi) istedi. Menude yazilmis olmasina ragmen tavuk WRAPimiz patates ile gelmedi nedenini sordugumuz da patatesi kaldirdiklarini menulerini henuz degistirmediklerini soylediler. Gelen tavuk Wrapten 5 dakika sonra biz kofte durum istememize ragmen tavuk sis dürümu geldi durumu soyledik ve degistirdiler. Tavuklar kupkuruydu, kofte durum ise siradandi. Ikisininde yanindaki yesillikler sus icin konulmus olup yemeye kalktigimizda aci bi tatla karsilastik. Zeytinyagli tabagi soyledik icinde fasulye, barbunya, biber dolmasi, sarma ve saksuka vardi. Tadlari yerindeydi fakat az koymak icin bayagi bi zorlamislar kendilerini. Fiyatlar normal, servis cok yavaş, tuvaletler ise pis.",,SERVICE#GENERAL,negative
"Leventte ki buyuk alisveris merkezlerinden cok sıkılmış olarak buraya gidelim dedik. Ben kofte durum arkadasim tavuk WRAP( menu de meksika mutfagi olarak adlandirilmis bolumde ismi böyle geciyordu biz garson beye tavuk durum diyince garson bey buyuk bi titizlikle onun wrap oldugunu soyledi) istedi. Menude yazilmis olmasina ragmen tavuk WRAPimiz patates ile gelmedi nedenini sordugumuz da patatesi kaldirdiklarini menulerini henuz degistirmediklerini soylediler. Gelen tavuk Wrapten 5 dakika sonra biz kofte durum istememize ragmen tavuk sis dürümu geldi durumu soyledik ve degistirdiler. Tavuklar kupkuruydu, kofte durum ise siradandi. Ikisininde yanindaki yesillikler sus icin konulmus olup yemeye kalktigimizda aci bi tatla karsilastik. Zeytinyagli tabagi soyledik icinde fasulye, barbunya, biber dolmasi, sarma ve saksuka vardi. Tadlari yerindeydi fakat az koymak icin bayagi bi zorlamislar kendilerini. Fiyatlar normal, servis cok yavaş, tuvaletler ise pis.",,AMBIENCE#GENERAL,negative
"Leventte ki buyuk alisveris merkezlerinden cok sıkılmış olarak buraya gidelim dedik. Ben kofte durum arkadasim tavuk WRAP( menu de meksika mutfagi olarak adlandirilmis bolumde ismi böyle geciyordu biz garson beye tavuk durum diyince garson bey buyuk bi titizlikle onun wrap oldugunu soyledi) istedi. Menude yazilmis olmasina ragmen tavuk WRAPimiz patates ile gelmedi nedenini sordugumuz da patatesi kaldirdiklarini menulerini henuz degistirmediklerini soylediler. Gelen tavuk Wrapten 5 dakika sonra biz kofte durum istememize ragmen tavuk sis dürümu geldi durumu soyledik ve degistirdiler. Tavuklar kupkuruydu, kofte durum ise siradandi. Ikisininde yanindaki yesillikler sus icin konulmus olup yemeye kalktigimizda aci bi tatla karsilastik. Zeytinyagli tabagi soyledik icinde fasulye, barbunya, biber dolmasi, sarma ve saksuka vardi. Tadlari yerindeydi fakat az koymak icin bayagi bi zorlamislar kendilerini. Fiyatlar normal, servis cok yavaş, tuvaletler ise pis.",,FOOD#QUALITY,negative
"Leventte ki buyuk alisveris merkezlerinden cok sıkılmış olarak buraya gidelim dedik. Ben kofte durum arkadasim tavuk WRAP( menu de meksika mutfagi olarak adlandirilmis bolumde ismi böyle geciyordu biz garson beye tavuk durum diyince garson bey buyuk bi titizlikle onun wrap oldugunu soyledi) istedi. Menude yazilmis olmasina ragmen tavuk WRAPimiz patates ile gelmedi nedenini sordugumuz da patatesi kaldirdiklarini menulerini henuz degistirmediklerini soylediler. Gelen tavuk Wrapten 5 dakika sonra biz kofte durum istememize ragmen tavuk sis dürümu geldi durumu soyledik ve degistirdiler. Tavuklar kupkuruydu, kofte durum ise siradandi. Ikisininde yanindaki yesillikler sus icin konulmus olup yemeye kalktigimizda aci bi tatla karsilastik. Zeytinyagli tabagi soyledik icinde fasulye, barbunya, biber dolmasi, sarma ve saksuka vardi. Tadlari yerindeydi fakat az koymak icin bayagi bi zorlamislar kendilerini. Fiyatlar normal, servis cok yavaş, tuvaletler ise pis.",,FOOD#STYLE_OPTIONS,negative
"güzel olan tek sey manzaraydi, evet çocuk oyun alani var bakimsiz servis elemanlari suratsiz, hele omlet yapan bir bayan var ki benim oturdugum masa dibindeydi gelen herkese bir surat bir tavir ben böyle birsey görmedim . açik büfe kahvaltisi evet çesit çoktu ancak sunum beni tatmin etmedi, temizlik hijyen hissi uyandirmadi.",,FOOD#STYLE_OPTIONS,negative
"güzel olan tek sey manzaraydi, evet çocuk oyun alani var bakimsiz servis elemanlari suratsiz, hele omlet yapan bir bayan var ki benim oturdugum masa dibindeydi gelen herkese bir surat bir tavir ben böyle birsey görmedim . açik büfe kahvaltisi evet çesit çoktu ancak sunum beni tatmin etmedi, temizlik hijyen hissi uyandirmadi.",,AMBIENCE#GENERAL,positive
"güzel olan tek sey manzaraydi, evet çocuk oyun alani var bakimsiz servis elemanlari suratsiz, hele omlet yapan bir bayan var ki benim oturdugum masa dibindeydi gelen herkese bir surat bir tavir ben böyle birsey görmedim . açik büfe kahvaltisi evet çesit çoktu ancak sunum beni tatmin etmedi, temizlik hijyen hissi uyandirmadi.",,SERVICE#GENERAL,negative
Hos mekan - Mekan yaklasik 3-4 aydir var Tuzla'da. Gidilebilecek iyi yerlerden birisi. Ilk açildigi ay gittigimizde çok memnun kalmistik ama daha sonraki gidislerimizde servisin çok fazla aksadigina ve garsonlarin yogunluk nedeni ile herkes ile ilgilenememesini gözlemledik. Çok az sayida garson çalisiyor ve bazen mekan dolu olunca yetemiyorlar. Diger Mado subeleri kadar genis bir menü seçenekleri yok. Klasik dondurma spesiyalleri ve tatlililari var.,,FOOD#STYLE_OPTIONS,neutral
Hos mekan - Mekan yaklasik 3-4 aydir var Tuzla'da. Gidilebilecek iyi yerlerden birisi. Ilk açildigi ay gittigimizde çok memnun kalmistik ama daha sonraki gidislerimizde servisin çok fazla aksadigina ve garsonlarin yogunluk nedeni ile herkes ile ilgilenememesini gözlemledik. Çok az sayida garson çalisiyor ve bazen mekan dolu olunca yetemiyorlar. Diger Mado subeleri kadar genis bir menü seçenekleri yok. Klasik dondurma spesiyalleri ve tatlililari var.,,RESTAURANT#GENERAL,positive
Hos mekan - Mekan yaklasik 3-4 aydir var Tuzla'da. Gidilebilecek iyi yerlerden birisi. Ilk açildigi ay gittigimizde çok memnun kalmistik ama daha sonraki gidislerimizde servisin çok fazla aksadigina ve garsonlarin yogunluk nedeni ile herkes ile ilgilenememesini gözlemledik. Çok az sayida garson çalisiyor ve bazen mekan dolu olunca yetemiyorlar. Diger Mado subeleri kadar genis bir menü seçenekleri yok. Klasik dondurma spesiyalleri ve tatlililari var.,,SERVICE#GENERAL,negative
"Internetten arastirip gittigim bir yerdi, ancak maalesef beklentilerimi çok karsilamadi. Garsonlar istediginiz seyi en az iki kere istemeden maalesef getirmiyorlar. Internetteki resimlerinden göründügü kadar güzel degildi.",,AMBIENCE#GENERAL,negative
"Internetten arastirip gittigim bir yerdi, ancak maalesef beklentilerimi çok karsilamadi. Garsonlar istediginiz seyi en az iki kere istemeden maalesef getirmiyorlar. Internetteki resimlerinden göründügü kadar güzel degildi.",,RESTAURANT#GENERAL,negative
"Internetten arastirip gittigim bir yerdi, ancak maalesef beklentilerimi çok karsilamadi. Garsonlar istediginiz seyi en az iki kere istemeden maalesef getirmiyorlar. Internetteki resimlerinden göründügü kadar güzel degildi.",,SERVICE#GENERAL,negative
"Su böregi ile kahvalti yaptim bugün. Su böregi oldukça lezzetli idi. Çay kötü müydü? Hayir, çok taze ve lezzetliydi. Beklentimin üstündeydi.",,DRINKS#QUALITY,neutral
"Su böregi ile kahvalti yaptim bugün. Su böregi oldukça lezzetli idi. Çay kötü müydü? Hayir, çok taze ve lezzetliydi. Beklentimin üstündeydi.",,FOOD#QUALITY,positive
"Su böregi ile kahvalti yaptim bugün. Su böregi oldukça lezzetli idi. Çay kötü müydü? Hayir, çok taze ve lezzetliydi. Beklentimin üstündeydi.",,RESTAURANT#GENERAL,positive
"Her yönüyle ideal - Bizim okula çok yakin oldugu için çok sik gittigimiz bir yerdir ve muhtesemdir zaten manzarasi. Dügünler falan da yapilir. Ama konaklamasi yok diye biliyorum. Yazin daha zevkli oluyor manzaraya karsi oturmasi. Marmara ögrencilerine de indirimli fiyat uygulamasi var. O yüzden de bizim için avantajli oluyor. Gözleme yapan teyzeler de var bu yil, kumpir servisine de basladilar. Kuaförü de çok ucuz ve iyi ayrica. Daha ne olsun =)",,RESTAURANT#PRICES,positive
"Her yönüyle ideal - Bizim okula çok yakin oldugu için çok sik gittigimiz bir yerdir ve muhtesemdir zaten manzarasi. Dügünler falan da yapilir. Ama konaklamasi yok diye biliyorum. Yazin daha zevkli oluyor manzaraya karsi oturmasi. Marmara ögrencilerine de indirimli fiyat uygulamasi var. O yüzden de bizim için avantajli oluyor. Gözleme yapan teyzeler de var bu yil, kumpir servisine de basladilar. Kuaförü de çok ucuz ve iyi ayrica. Daha ne olsun =)",,RESTAURANT#MISCELLANEOUS,positive
"Her yönüyle ideal - Bizim okula çok yakin oldugu için çok sik gittigimiz bir yerdir ve muhtesemdir zaten manzarasi. Dügünler falan da yapilir. Ama konaklamasi yok diye biliyorum. Yazin daha zevkli oluyor manzaraya karsi oturmasi. Marmara ögrencilerine de indirimli fiyat uygulamasi var. O yüzden de bizim için avantajli oluyor. Gözleme yapan teyzeler de var bu yil, kumpir servisine de basladilar. Kuaförü de çok ucuz ve iyi ayrica. Daha ne olsun =)",,AMBIENCE#GENERAL,positive
"Her yönüyle ideal - Bizim okula çok yakin oldugu için çok sik gittigimiz bir yerdir ve muhtesemdir zaten manzarasi. Dügünler falan da yapilir. Ama konaklamasi yok diye biliyorum. Yazin daha zevkli oluyor manzaraya karsi oturmasi. Marmara ögrencilerine de indirimli fiyat uygulamasi var. O yüzden de bizim için avantajli oluyor. Gözleme yapan teyzeler de var bu yil, kumpir servisine de basladilar. Kuaförü de çok ucuz ve iyi ayrica. Daha ne olsun =)",,RESTAURANT#GENERAL,positive
